id,senate_id,name,description,address,country,state
535,401109965,KAMRAN DARAVI CONSULTING LLC,,,US,VA
536,400882581,"ACTIVE POLICY SOLUTIONS, LLC",government affairs,,US,IL
537,74476,"RM2 CONSULTANTS, INC.",Consulting Firm,,US,FL
538,401105181,"INNOVATIVE POLICY, PLLC",Professional services,,US,DC
539,401109020,JAVELIN ADVISORS LLC,,,US,DC
540,11195,COVINGTON & BURLING LLP,Law firm,,US,DC
541,401103585,MCLARTY INBOUND LLC,&#226;€‹Advises foreign entities on doing business in the US,,US,DC
542,401109056,CREST HILL ADVISORS LLC,,,US,DC
543,401110426,HOLLIDAY COLLABORATIVE AGENCY LLC,,,US,IN
544,401109292,"TSG ADVOCATES DC, LLC",,,US,DC
545,401107844,"AZ DC CONSULTING, LLC",,,US,AZ
546,401110414,"GOODWIN STRATEGIES, LLC",,,US,DC
547,401016871,"REPUBLIC CONSULTING, LLC",Republic is a government affairs firm.,,US,FL
548,401110382,ROMAN HEALTH VENTURES INC.,,,US,NY
549,401110026,CORCORAN STRATEGIES GROUP,,,US,DC
550,400579747,"ENDGAME STRATEGIES, LLC",Policy advocacy,,US,DC
551,401110401,SKOOKUM EDUCATIONAL PROGRAMS (FKA TESSERA),,,US,WA
552,38687,"TWENTY-FIRST CENTURY GROUP, INC.",Political Consulting/Government Affairs,,US,DC
553,318994,SC PARTNERS LLC,Government affairs consulting firm,,US,DC
554,401110345,POTOMAC STRATEGIC CONSULTING LLC,,,US,DC
555,401103245,STINSON LLP,Law Firm,,US,MO
556,401105851,"THE ALEPH INSTITUTE, INC.",Non-profit charitable organization.,,US,FL
557,401109239,"DEFENDING OUR COUNTRY, LLC",,,US,VA
558,307375,WAVERLY GROUP,,,US,FL
559,401110092,OPEN POLICY ASSOCIATION,,,US,VA
560,307114,KELLEY DRYE & WARREN LLP,Law Firm.,,US,DC
561,401109488,"ERL FEDERAL CONSULTANTS, LLC",,,US,NY
562,401109547,NICHOLS LAW LLP,,,US,DC
563,401110430,MEA STRATEGIES LLC,,,US,FL
564,310370,DELTA STRATEGY GROUP,Lobbying and Consulting Firm.,,US,DC
565,401104717,"UNITED BY INTEREST, LLC.",&#226;€‹Public Affairs Consultants,,US,DC
566,401105514,SALT POINT STRATEGIES,Strategic consulting,,US,DC
567,35002,PILLSBURY WINTHROP SHAW PITTMAN LLP,Law Firm,,US,DC
568,401107315,ONMESSAGE PUBLIC STRATEGIES,,,US,VA
569,401110244,"U.S. VENTURE, INC.",,,US,WI
570,401104657,"ALLON ADVOCACY, LLC",Public policy consulting firm.,,US,DC
571,401106567,PHOENIX STRATEGIES INC.,,,US,MD
572,401106099,2020 STRATEGIES LLC,Public Policy Firm,,US,VA
573,400966779,UNIVERSITY OF NOTRE DAME,University,,US,DC
574,401106898,EB CONSULTING,,,US,KY
575,51478,"TCH GROUP, LLC",Government relations consulting firm,,US,DC
576,307034,MILLER & WENHOLD CAPITOL STRATEGIES,Government Affairs and Grassroots,,US,VA
577,401106156,RICHARD BURNESS,Tax consulting and lobbying,,US,FL
578,84673,HART HEALTH STRATEGIES,Healthcare Consulting Firm,,US,DC
579,401109092,EARTHWORKS,,,US,DC
580,401109046,ALASKA POWER ASSOCIATION,,,US,AK
581,29846,NOSSAMAN LLP,Law Firm,,US,DC
582,401109080,"STRADA EDUCATION FOUNDATION, INC.",,,US,IN
583,401109091,NORTH BRIDGE STRATEGIC (FORMERLY KNOWN AS SCISSORTAIL STRATEGIC CONSULTING PARTN,,,US,OK
584,401109094,GOODLAND ADVISORS,,,US,WI
585,401053970,GRAYROBINSON PA,Law firm.,,US,FL
586,401109093,AERCAP IRELAND LIMITED,,,IE,
587,401104494,MR. PHILIP KLEIN,Consulting/lobbying,,US,VA
588,401106683,"INTEGER, LLC",,,US,DC
589,401105792,"MCCARTER & ENGLISH, LLP",Law firm,,US,DC
590,307956,VITELLO CONSULTING,Government Affairs,,PR,
591,400693064,RED+BLUE STRATEGIES,Health Care Consulting,,US,DC
592,401106573,GRV STRATEGIES LLC,,,US,VA
593,401108183,LMH STRATEGIC SOLUTIONS,,,US,DC
594,401109106,DECENTRALIZATION RESEARCH CENTER,,,US,DC
595,33454,"ROBERTSON, MONAGLE & EASTAUGH LLC",Lobbyist firm,,US,MD
596,401106662,PASSAGE CONSULTING GROUP LLC,,,US,TX
597,401109100,MCLEOD STRATEGIES,,,CA,ON
598,51753,I STREET ADVOCATES,"""government affairs firm""",,US,DC
599,401105722,KAIROS GOVERNMENT AFFAIRS,government affairs,,US,NC
600,401106028,"CUMBERLAND GAP CONSULTING, LLC",Public affairs and strategic communications firm,,US,KY
601,401109102,JAMES JOCHUM,,,US,VA
602,40020147,"STAPLETON & ASSOCIATES, LLC",Professional Consulting Services,,US,VA
603,401107919,"LEGO SYSTEMS, INC.",,,US,DC
604,401108921,MVP STRATEGIES,,,US,DC
605,401109103,CONNICK AND ASSOCIATES,,,US,LA
606,401107136,"VEOLIA NORTH AMERICA, LLC",,,US,MA
607,401105899,LUCAS | COMPTON,Public Policy Practice,,US,DC
608,81511,TROUTMAN STATEGIES,Lobbying Firm,,US,DC
609,401109135,DATA CENTER COALITION,,,US,VA
610,5153,BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ,Law firm,,US,DC
611,401109108,CHET CULVER GROUP,,,US,IA
612,401109134,INSTITUTE FOR STRATEGIC DIALOGUE-US,,,US,DC
613,286096,THE MCMANUS GROUP,Consulting,,US,DC
614,401108444,PLATFORM GOVERNMENT STRATEGIES,,,US,MD
615,300936,MCCARTHY STRATEGIC SOLUTIONS,Government Relations,,US,KY
616,25818,"MORGAN, LEWIS & BOCKIUS, LLP",Law Firm,,US,DC
617,401104418,"DOUCET CONSULTING SOLUTIONS, LLC","Public Policy, Marketing and Public Affairs",,US,VA
618,297294,BOSE PUBLIC AFFAIRS GROUP,Public Affairs Firm,,US,DC
619,401108977,APOLLO GOVERNMENT RELATIONS,,,US,MD
620,400586788,"FIFESTRATEGIES, LLC",Government Relations,,US,IA
621,401104137,IMPACT MANAGEMENT GROUP,Consulting Firm,,US,AR
622,401107010,GREGORY BROCK,,,US,MI
623,401108359,ACCELERATE STRATEGIES,,,US,DC
624,401106128,AIR AND SPACE FORCES ASSOCIATION (F/K/A AIR FORCE ASSOCIATION),"Advocate for dominant Air and Space Forces and servicemembers, their families; and veteran",,US,VA
625,40044351,GRASSROOTS POLITICAL CONSULTING LLC,political consulting company,,US,VA
626,401104189,BIGHORN PUBLIC AFFAIRS GROUP,Government affairs consulting.,,US,VA
627,47110,THOMPSON COBURN LLP,Law firm,,US,DC
628,401109147,"CLEARWATER GROUP, LLC",,,US,MS
629,401109132,A STREET STRATEGIES,,,US,VA
630,31736,POLICY DEVELOPMENT GROUP,consulting,,US,AZ
631,401105403,KEURIG DR PEPPER INC.,Beverage Company,,US,TX
632,401109148,SENIOR CITIZENS LOBBY,,,US,DC
633,401104582,SPLITOAK STRATEGIES LLC,Health care consulting,,US,DC
634,401104216,"TODD SMITH & ASSOCIATES, LLC",Lobbying,,US,VA
635,401104431,"PIRRO GROUP, LLC",law firm,,US,FL
636,34843,SENSE INCORPORATED,"Provides technical,representative and support services American Indians&Alaska Native Trib",,US,DC
637,63451,WASHINGTON2 ADVOCATES,"Consulting in public affairs, government relations and communications.",,US,WA
638,401103148,"FRANZ CONSULTING, LLC","Agriculture, Conservation & Environmental Policy",,US,MD
639,401104100,VANTAGEKNIGHT LLC,Government relations,,US,PR
640,401109167,WESTWIN ELEMENTS,,,US,OK
641,401108714,BLACKSUMMIT CAPITAL LLC,,,US,KY
642,401109164,MR. TOBIAS PETER NOSKWITH,,,GB,
643,401103578,STALLMER CONSULTING LLC,lobbying,,US,NY
644,401108656,ROJAS PUBLIC AFFAIRS,,,US,CA
645,401109155,CHEVRON PHILLIPS CHEMICAL COMPANY LP,,,US,TX
646,401109166,MICHAEL DAVITT FOX JR.,,,US,CT
647,4208,ARENTFOX SCHIFF LLP,Law firm,,US,DC
648,401105127,IPOLICY SOLUTIONS,Government Affairs Consulting firm,,US,DC
649,401104343,"THE COLOR NINE GROUP, LLC",Organizational Development,,US,DC
650,401104684,COGENT STRATEGIES LLC,Public affairs firm,,US,DC
651,401108325,SMA AMERICA,,,US,CA
652,401104374,LINCOLN PARK GROUP L.L.C.,Consulting and government affairs,,US,DC
653,400487397,LOBBYIT.COM,Lobbying firm,,US,DC
654,401109128,MEDITERRANEAN SHIPPING COMPANY (USA) INC.,,,US,NY
655,401103826,"ECA STRATEGIES, INC.",government and public affairs consulting,,US,TX
656,285255,STRATEGIC HEALTH CARE,Health Care Consulting,,US,DC
657,401017872,"JGB & ASSOCIATES, LLC",Federal lobbying and public relations,,US,VA
658,401103355,BRAMER GROUP LLC,Government Relations,,US,DC
659,401103743,"CAPITOL CORE GROUP, INC.",Lobbying Firm,,US,TX
660,401104242,262 STRATEGY LLC,Corporate government relations consulting,,US,NJ
661,401109183,INDEPENDENT BANKERS ASSOCIATION OF TEXAS,,,US,TX
662,401104114,IMPERIUM GLOBAL ADVISORS,Consulting firm,,US,MD
663,321555,NATURAL RESOURCE RESULTS LLC,consulting,,US,DC
664,401103524,"ADVANCED POLICY CONSULTING, LLC",Consulting,,US,VA
665,401104143,CARPENTER STRATEGIC CONSULTING LLC,Telecommunications policy consulting.,,US,VA
666,401107349,"SOUTHERN POVERTY LAW CENTER, INC.",,,US,AL
667,40022172,"ALTRIUS GROUP, LLC",International business consulting and advocacy,,US,DC
668,401105888,PIONEER PUBLIC AFFAIRS,Consulting and Government Affairs,,US,DC
669,32054,"PREMIER, INC.",,,US,DC
670,401109205,KAIROS POWER LLC,,,US,CA
671,401109189,RED CARR LLC,,,US,CO
672,401109190,STERLING GREEN LLC,,,US,PA
673,401108417,LACROIX ENVIRONMENTAL INTELLIGENCE,,,US,UT
674,401106351,BRICK STREET STRATEGY,Consulting,,US,IN
675,25306,MILLER & CHEVALIER CHARTERED,Law firm,,US,DC
676,401109207,LARSON STRATEGIES LLC,,,US,VA
677,292697,"AUBURN HEALTH STRATEGIES, LLC",strategic and business development firm,,US,VA
678,12675,THE DUBERSTEIN GROUP INC.,Consulting,,US,DC
679,315717,GEPHARDT GROUP GOVERNMENT AFFAIRS,Lobbying and consulting firm,,US,DC
680,317732,FRANKLIN CREEK CONSULTING,Consulting and Lobbying Firm,,US,DC
681,46585,"LIEBMAN & ASSOCIATES, INC.",Clean energy and environmental technology consulting,,US,DC
682,54984,"TONIO BURGOS & ASSOCIATES, INC.",Lobby Firm,,US,NY
683,401104382,"EMC STRATEGY GROUP, LLC",Government Relations and Economic Development Consulting firm,,US,TX
684,401103311,FEDERAL SCIENCE PARTNERS LLC,Lobbying firm,,US,VA
685,320918,"KOUNTOUPES DENHAM CARR & REID, LLC",Federal lobbying and consulting services,,US,DC
686,401051964,KAMINS CONSULTING,victims of terrorism,,US,MD
687,401103132,"PERRY, WHITE, ROSS & JACOBSON, LLC",Lobbying Firm,,US,MD
688,401104265,HEALTH TRANSFORMATION ALLIANCE,Healthcare Cooperative.,,US,NJ
689,401109081,INDIGO HILL STRATEGIES,,,US,DC
690,401106956,"GRACE BAY STRATEGIES, LLC",,,US,GA
691,401107754,"LURKINS CONSULTING, LLC",,,US,IL
692,73670,THOMPSON CONSULTING GROUP,consultant,,US,WA
693,401107899,9TH STREET STRATEGIES,,,US,DC
694,79175,STRATEGIES 360,Government affairs,,US,WA
695,400935704,SUSAN B ANTHONY LIST,Social welfare organization,,US,VA
696,401109219,CRANFILL SUMNER LLP,,,US,NC
697,401105675,MUTCH GOVERNMENT RELATIONS,Government Relations Firm,,US,CO
698,296817,MR. GAYLORD HUGHEY,law firm,,US,TX
699,76992,"CGCN GROUP, LLC",Public Affairs Consultants,,US,DC
700,401109043,"GOLDEN GROUP, LLC",,,US,UT
701,401109170,WESTERN NATIVE VOICE,,,US,MT
702,401105835,"TIDES GROUP, LLC",Corporate strategy and consulting firm,,US,VA
703,401105821,"BISER STRATEGIES, LLC",Lobbying,,US,NC
704,401105638,H&M STRATEGIES LLP,Government Affairs consulting firm,,US,DC
705,401107007,JPC STRATEGIES,,,US,DC
706,400599826,THORSEN FRENCH ADVOCACY LLC,&#226;€‹Public policy advocacy.,,US,DC
707,401109138,STEVENS & LEE PUBLIC AFFAIRS,,,US,NJ
708,401108017,TRACTION STRATEGIC,,,US,SC
709,401109179,INVOKE LLC,,,US,MD
710,40036297,AMERICAN COLLEGE OF PREVENTIVE MEDICINE,National medical specialty society for preventive medicine physicians,,US,DC
711,401109130,NATERA INC,,,US,TX
712,294930,THE WASHINGTON TAX & PUBLIC POLICY GROUP,&#226;€‹Legislative and regulatory consulting.,,US,DC
713,12868,"DUTKO WORLDWIDE, LLC",Government relations firm,,US,DC
714,401104041,"QUINN EMANUEL URQUHART & SULLIVAN, LLP",Law Firm,,US,DC
715,21745,KIRKLAND & ELLIS LLP,Law Firm,,US,IL
716,401107462,MCCARTIN PUBLIC POLICY GROUP LLC,,,US,VA
717,48598,METCALF FEDERAL RELATIONS,Federal government relations,,US,VA
718,401103955,DOWNS GOVERNMENT AFFAIRS,Federal legislative consultant,,US,DC
719,401106328,ASCEND CONSULTING,Government Relations and consulting,,US,VA
720,401104724,"CSS PARTNERS, LLC",Government affairs and strategic consulting firm,,US,OK
721,308070,THE WESSEL GROUP INCORPORATED,Consulting services on public policy and political affairs,,US,DC
722,401109174,"BLIGEN ADVISORY, LLC",,,US,VA
723,401105292,MR. AMIR GOULART SCHARIF,Research and development of disruptive biotechnology for fuel ethanol production.,,US,DC
724,401109153,LEWIS AND WILKINS LLP,,,US,IN
725,305852,AMERICAN CAPITOL GROUP,Government Relations Firm,,US,VA
726,401104778,EMERGENT STRATEGIES,government affairs consulting firm,,US,DC
727,401109237,TRIPP HOLLANDER ADVISORS,,,US,MD
728,401109225,NESTPOINT ASSOCIATES LLC,,,US,TX
729,401109204,"LEDERMAN GROUP, LLC",,,US,DC
730,84775,RICH FEUER ANDERSON,Government relations firm,,US,DC
731,401109224,BARRICK MINING CORPORATION,,,CA,ON
732,400881577,VENG GROUP,"government affairs, communications",,US,DC
733,401109191,"AE INDUSTRIAL PARTNERS, LP",,,US,DC
734,401109162,KING AND CO,,,US,NC
736,401105040,"A10 ASSOCIATES, LLC",Lobbying firm,,US,MA
737,78733,CAPITOL NETWORK LLC(FKA MR. DAVID DISTEFANO),Government Relations Consultant,,US,OH
738,401109243,"HILL, GOSDECK & MCGRAW, LLC",,,US,NY
739,401103384,BRIMLEY GROUP INC.,Government affairs,,US,MD
740,295270,MORGAN CASNER ASSOCIATES,Political and Public Affairs Consultants,,US,DC
741,401109247,REPLOY POWER INC,,,US,TX
742,401109171,APOLLO RESEARCH PBC,,,US,DE
743,401109252,BBT STRATEGIES LLC,,,US,NV
744,401105158,TOWER 19,Government Affairs firm,,US,CA
745,65191,VENN STRATEGIES,A political and public affairs consulting firm.,,US,DC
746,401104690,BLACK DIAMOND STRATEGIES LLC,Government Affairs,,US,TX
747,401108602,"SPIRIT AEROSYSTEMS, INC.",,,US,KS
748,401105938,"ALVA ELLIOTT PARTNERS, LLC",consulting firm,,US,AR
749,401109049,COLORADO SCHOOL OF MINES,,,US,CO
750,401106910,IEX GROUP,,,US,NY
751,401109222,BARRY GOLDWATER INSTITUTE FOR PUBLIC POLICY RESEARCH,,,US,AZ
752,401109216,T1 ENERGY INC,,,US,TX
753,400645947,CHAMBER HILL STRATEGIES,public policy consulting,,US,VA
754,84217,"CARD & ASSOCIATES, LLC",Federal Government Relations,,US,DC
755,401107037,PEN AMERICA,,,US,NY
756,401106554,SANDHILLS STRATEGIC SOLUTIONS,,,US,NC
757,306011,FIDELIS GOVERNMENT RELATIONS,Government relations consulting firm,,US,DC
758,401109257,SANBORN ANALYTICS INC,,,US,MA
759,79610,FOLEY HOAG LLP,Law firm,,US,DC
760,294234,"GOVBIZ ADVANTAGE, INC.",Business and Government Consulting Services,,US,MD
761,53174,"CAPITOL RESOURCES, LLC",Cultural and Religious Television Programming,,US,MS
762,401106646,CR FEDERAL,,,US,DC
763,401104683,MCCARTHY ADVANCED CONSULTING LLC,Lobbying firm,,US,DC
764,401109234,"DAILYPAY, LLC",,,US,NY
765,40009064,"MR. BALTAZAR SERNA, JR.",lobbyist,,US,TX
766,401109217,SHANDA ASSET MANAGEMENT LLC,,,US,CA
767,401109141,THE RESERVE COMPONENT,,,US,DC
768,401103348,MCCAULLEY&COMPANY,"Government relations, grant writing",,US,OH
769,401109033,THOLOS GOVERNMENT RELATIONS,,,US,DC
770,401104909,"SHUMAKER ADVISORS, LLC",Government Affairs,,US,OH
771,49635,"THE LIVINGSTON GROUP, LLC",Government and Public Relations consultants,,US,DC
772,11834,"DEBRUNNER & ASSOCIATES, INC.",Health Policy Consulting Firm,,US,VA
773,401108472,VALIANT STRATEGIES LLC,,,US,TX
774,401104048,HILLTOP ADVOCACY,consulting firm,,US,CA
775,401106745,QUILL ADVISERS LLC,,,US,DC
776,401105569,RYAN COSTELLO STRATEGIES,lobbying firm,,US,PA
777,285871,NELSON MULLINS RILEY & SCARBOROUGH,Law firm,,US,DC
778,86777,"AJW, INC.",Government relations and consulting firm,,US,VA
779,400712134,RULON & WHITE GOVERNANCE STRATEGIES,Government Affairs and Lobbying,,US,DC
780,401109264,FREEMAN MATHIS DECISIONS,,,US,GA
781,401107443,RIVER PUBLIC AFFAIRS GROUP,,,US,MT
782,400493431,"TWINLOGIC STRATEGIES, LLP",Government Relations Firm,,US,DC
783,401108899,"PENNSYLVANIA ENERGY RESOURCES GROUP, LLC",,,US,PA
784,401107496,GREEN MOUNTAIN STRATEGIES LLC DC,,,US,DC
785,401106104,THE BRIDGE ADVISORY GROUP,consulting and advocacy,,US,DC
786,401108978,HARPER & BAILEY GOVERNMENTAL SOLUTIONS LLC,,,US,MS
787,400862528,SUSTAINABLE STRATEGIES DC,Funding consultant,,US,DC
788,10800,"INNOVATIVE FEDERAL STRATEGIES, LLC",government relations,,US,DC
789,401109262,GOWEST CREDIT UNION ASSOCIATION,,,US,WA
790,24123,MAYER BROWN LLP,Law firm,,US,DC
791,401108257,ROSALYNN CARTER INSTITUTE FOR CAREGIVERS (FKA ROSALYNN CARTER INSTITUTE FOR CAREGIVING),,,US,GA
792,401109062,CAPITOL ASSET STRATEGIES,,,US,VA
793,401103295,ALIGNMENT GOVERNMENT STRATEGIES,lobbying firm,,US,DC
794,401109275,NEW HILL CONSULTING LLC,,,US,VA
795,401109159,CAPITOL67 STRATEGIES,,,US,DC
796,29777,C2 STRATEGIES,Consulting firm,,US,DC
797,400740216,THE LUGAR GROUP (FKA LUGAR HELLMANN GROUP),Public Affairs,,US,VA
798,401109255,MARK VARGAS,,,US,IL
799,401103604,EPPLIN STRATEGIC PLANNING,Government relations firm.,,US,DC
800,401103600,US POLICY STRATEGIES,consulting and lobbying firm,,US,VA
801,30928,PAUL HASTINGS LLP,law firm,,US,DC
802,401109229,"ARROW GROUP CONSULTING, LLC",,,US,FL
803,400563685,POYNER SPRUILL LLP,law firm,,US,NC
804,401109154,HILL CAPITOL STRATEGIES,,,US,MN
805,401104915,"LAKEVIEW CAPITAL HOLDINGS, INC ON BEHALF OF MR. JAY ALIX",Family office.,,US,MI
806,401109244,THE PARZIVAL GROUP,,,US,DC
807,401104345,"ATCITTY & VAN NORMAN LAW, LLC",legal and policy firm,,US,DC
808,4301,ARNOLD & PORTER KAYE SCHOLER LLP,Law firm,,US,DC
809,315158,THE FIORENTINO GROUP,Government Relations and Business Development,,US,FL
810,401109260,COUNCIL ON FOUNDATIONS,,,US,DC
811,6837,BRACEWELL LLP,law firm,,US,DC
812,401104430,"EFB ADVOCACY, LLC",Lobbying & consulting,,US,DC
813,157,"ADAMS AND REESE, LLP",Law Firm,,US,DC
814,401109290,PATTERSON & MEEK,,,US,DC
815,401109109,JUCUNDUS BUSINESS SERVICES LLC,,,US,MD
816,284050,THE MADISON GROUP,Government Relations,,US,DC
817,294212,"G S PROCTOR AND ASSOCIATES, INC",Lobbying and Consulting,,US,MD
818,401108772,KEELEY LAW AND POLICY,,,US,DC
819,401106353,THE HALCROW GROUP LLC,Consulting Services,,US,AZ
820,401108915,DELANEY POLICY GROUP,,,US,MA
821,401106670,CLARK HILL PUBLIC STRATEGIES LLC,,,US,DC
822,401109272,"NIGHTWING GROUP, LLC",,,US,VA
823,401104749,VELOCITY GOVERNMENT RELATIONS,"DC-area consultancy, focused on supporting aerospace & defense companies & organizations",,US,DC
824,401104391,MULLEN CONSULTING LLC,Transportation and Infrastructure,,US,NE
825,401106330,WASHINGTON NAVIGATORS,Strategic consulting and Washington representation,,US,DC
826,401106148,DRUMMOND WOODSUM STRATEGIC CONSULTING LLC,Law Firm,,US,ME
827,401105973,ALB SOLUTIONS,&#226;€‹Strategic advisory firm.,,US,DC
828,400918672,PENN AVENUE PARTNERS,&#226;€‹Government Affairs.,,US,DC
829,401105070,"GOVERNMENT COUNSEL, LLC",Government advisory firm,,US,FL
830,401104869,"O'KEEFFE SHAHMORADI STRATEGIES, LLC",Strategic government affairs consulting firm,,US,DC
831,401109288,RYAN LLC,,,US,TX
832,400784361,JACKSON WALKER L.L.P.,Law Firm,,US,TX
833,401108558,B ARCHETYPE,,,US,DC
834,401108691,SARAH CHRISTOPHERSON,,,US,MD
835,401107571,MR. MARCO GONZALES,,,US,NM
836,401109304,SAVION,,,US,MO
837,401109282,"S2R, LLC",,,US,VA
838,401104682,"TAI GINSBERG & ASSOCIATES, LLC",Government affairs firm,,US,DC
839,400428076,"A LEARNED HAND, LLC",Media policy consulting firm,,US,MD
840,401103547,EIS SOLUTIONS,Government relations and public affairs firm,,US,CO
841,401107756,MODERN FORTIS LLC,,,US,DC
842,401109284,ALLIANCE FOR IRS ACCOUNTABILITY,,,US,TX
843,401109300,THE DIONNE COMPANY,,,US,DC
844,401109261,"VERITAS HEALTH POLICY, LLC",,,US,DC
845,15042,FOLEY & LARDNER LLP,law firm,,US,DC
846,68478,BABBAGE COFOUNDER,Business Development & Government Relations,,US,KY
847,401109310,TILLOTSON ADVISORS LLC,,,US,MD
848,401079030,"MELTSNER STRATEGIES, LLC",Consulting Firm,,US,DC
849,401107682,"HITHER CREEK STRATEGIES, LLC",,,US,VA
850,401109291,POINT OF DIFFERENCE STRATEGIES LLC,,,US,IL
851,83717,STANTON PARK GROUP,government affairs,,US,MD
852,401103527,HOSPICE COMPASSUS,health care company,,US,NC
853,401108081,"TIDAL BASIN ADVISORS, INC.",,,US,DC
854,401105637,CAPITOL VENTURE LLC,public policy advocacy consulting,,US,DC
855,401108536,MEDSECUREAN.COM,,,US,VA
856,56417,"TIMOTHY R. RUPLI & ASSOCIATES, INC.",Lobbying Firm,,US,VA
857,400459252,COZEN O'CONNOR PUBLIC STRATEGIES,Government Relations Firm,,US,DC
858,401109270,TALLEY STRATEGIES LLC,,,US,DC
859,401107683,"CAPITOL SOUTH, LLC",,,US,DC
860,401104761,FGA ACTION (FORMERLY KNOWN AS OPPORTUNITY SOLUTIONS PROJECT),501 (c)4 nonpartisan advocacy organization,,US,FL
861,400742219,"BENTLEY SYSTEMS, INCORPORATED","Software for the design, construction, and operation and maintenance of infrastructure",,US,PA
862,401106595,ALPINE ADVISORS,,,US,DC
863,401104254,PRISM GROUP,A public affairs and government relations firm.,,US,DC
864,401109214,CANADIAN SOLAR INC.,,,CA,ON
865,401104541,"ATRIO CONSULTING GROUP, LLC",Government relations consulting and lobbying,,US,DC
866,401108857,ZERO ONE STRATEGIES,,,US,VA
867,401109277,BWC CONSULTING,,,US,WA
868,401107690,PATEL PARTNERS LLC,,,US,VA
869,401109306,"DRAKE VENTURES, LLC",,,US,FL
870,401107706,FIRST AMENDMENT PARTNERS LLC,,,US,VA
871,401104802,"WESTMORELAND160, LLC",Consulting,,US,VA
872,51104,"THE FEDERAL GROUP, INC.",Federal government relations consulting,,US,VA
873,401109320,JOHN BIRCH SOCIETY,,,US,WI
874,401106902,"OCULUS STRATEGIES, LLC",,,US,VA
875,315091,"RUBICON ADVISORS, LLC",Lobbying firm,,US,DC
876,401105753,AVISE SOLUTIONS,Government Affairs Consulting,,US,MD
877,25317,BEST BEST & KRIEGER LLP,Law Firm,,US,DC
878,401107686,NATIONAL COMMUNITY STABILIZATION TRUST,,,US,DC
879,42865,"HWG LLP (F/K/A HARRIS, WILTSHIRE & GRANNIS LLP)",Law firm.,,US,DC
880,401104769,FEROX STRATEGIES,Government relations.,,US,DC
881,401109331,"TORRES CONSULTING, LLC",,,US,DC
882,30212,"OLSSON, FRANK, WEEDA, TERMAN & MATZ, PC","Law Firm, Government Relations",,US,DC
883,42067,YMCA OF THE USA,YMCA of the USA is the national resource office for the nation's YMCAs.,,US,DC
884,401107169,"CATALYST GLOBAL STRATEGIES, LLC",,,US,DC
885,314977,"MRGB CONSULTING, LLC",Consulting,,US,VA
886,400658980,"BLUESTONE STRATEGIES, LLC",Government Relations,,US,DC
887,312931,THE KIDNEY CARE COUNCIL,,,US,VA
888,401109169,ESHAM STRATEGIES LLC,,,US,DC
889,401109325,"CHATTEM, INC D/B/A OPELLA",,,US,NJ
890,400689052,"NORTH SOUTH GOVERNMENT STRATEGIES, FKA JDM PUBLIC STRATEGIES, LLC",Consulting Firm,,US,DC
891,401106149,"BATIE & ASSOCIATES, LLC",Lobbying and Government Relations Consulting,,US,MD
892,65976,"CAPITOL TAX PARTNERS, LLP",Law and Legislative Consulting Firm,,US,DC
893,304736,"TARPLIN, DOWNS & YOUNG, LLC",Health care policy and regulatory and legislative consulting,,US,DC
894,401109293,ENERGY FREEDOM FUND,,,US,DC
895,401108922,AUDAX STRATEGIES,,,US,DC
896,401106277,INDUSTRY COUNCIL FOR EMERGENCY RESPONSE TECHNOLOGIES,Trade association representing emergency response technology vendors,,US,DC
897,401105818,"MEEKS, BUTERA & ISRAEL PLLC",Law Firm,,US,DC
898,40010,VETERANS OF FOREIGN WARS OF THE UNITED STATES,,,US,DC
899,315898,KRL INTERNATIONAL LLC,Consulting primarily Public Policy matters,,US,VA
900,400786367,TAUZIN STRATEGIC NETWORKS,Strategic advice.,,US,TX
901,401109333,FLEX ASSOCIATION,,,US,DC
902,401106944,THOMAS HICKEY,,,US,MA
903,303575,"JENKINS HILL CONSULTING, LLC",federal lobbying / consulting,,US,DC
904,401109327,PARATEK PHARMACEUTICALS,,,US,PA
905,401103092,"PLAYMAKER STRATEGIES, LLC",&#226;€‹&#226;€‹Consulting firm.,,US,DC
906,401105130,"BRIDGE PUBLIC AFFAIRS, LLC",Government Relations and Public Affairs,,US,TN
907,401105976,PERSEUS STRATEGIES,&#226;€‹Public interest law firm,,US,DC
908,401104395,"C.V. STARR ADVISORS, LLC",Insurance and financial services,,US,NY
909,313533,HOLLIER & ASSOCIATES,Lobbying Firm,,US,DC
910,401109355,RURAL AND AG POLICY CONSULTANTS,,,US,MI
911,401104458,"SL STRATEGIES, LLC",health care consulting firm,,US,DC
912,401109349,RIGHT POLICY LLC,,,US,VA
913,401109352,"ASCENT PUBLIC POLICY & STRATEGIC COMMUNICATIONS, LLC",,,US,VA
914,401108358,ERIN DONOVAN-BOYLE,,,US,RI
915,400949743,"TAX LEGISLATIVE SOLUTIONS, LLC",Lobbying firm,,US,VA
916,401105527,ATOLLETC LLC,Consulting firm focused upon emerging technologies and regulatory affairs.,,US,IL
917,401106712,"MAYNOR & STIERS, LLC",,,US,AL
918,400547641,"MISSY EDWARDS STRATEGIES, LLC",Government Relations/Lobbying,,US,DC
919,401108853,LOC COMMUNITY ASSOCIATION,,,US,DE
920,401105382,QUINELLA GLOBAL LLC,public policy research and advocacy,,US,VA
921,401047954,"S. VACA & ASSOCIATES, LLC",Government Relations,,US,MD
